1,85,15,95,23,30,74,56,5
51,32,99,17,2,1,34,54,41
34,96,29,51,17,10,13,75,32
85,93,10,91,31,13,10,60,6
16,99,17,26,8,97,84,37,81
40,12,62,48,55,1,91,84,42
6,28,96,59,54,47,91,94,25
16,98,21,98,12,26,49,14,60
0,36,21,22,38,44,94,52,73
78,6,71,7,12,62,98,13,94
96,31,55,63,49,49,33,87,58
51,19,66,22,12,82,84,78,13
69,11,1,51,76,34,85,16,38
87,78,98,29,60,65,53,99,44
95,53,16,69,22,7,3,31,50
5,98,24,98,9,51,82,92,78
32,3,33,68,61,3,12,93,58
66,77,69,42,13,25,29,44,85
71,40,23,31,91,9,30,6,67
79,64,20,17,68,75,65,54,63
18,51,99,45,30,14,97,84,64
75,55,8,21,71,88,97,80,51
60,8,74,72,51,94,36,28,69
90,38,7,68,76,57,13,53,63
36,54,75,41,11,58,9,44,52
13,96,31,71,32,44,74,46,10
82,66,89,93,50,24,37,92,41
58,10,89,27,24,50,62,84,62
7,9,78,55,85,7,47,40,44
21,36,35,73,87,82,61,75,19
76,8,73,88,60,16,31,52,91
29,58,31,10,76,63,11,8,14
10,84,81,82,90,82,55,88,68
60,91,98,21,71,60,12,44,94
90,45,25,96,70,41,84,11,22
4,94,1,18,29,56,61,18,18
30,40,12,30,26,40,91,14,98
71,90,66,35,18,13,57,60,41
46,60,14,0,95,77,38,36,74
18,81,35,56,12,25,39,93,27
96,30,84,18,34,1,90,78,60
84,4,79,38,88,1,36,30,91
50,28,54,92,76,59,90,79,25
45,84,85,82,42,52,3,99,6
19,9,32,44,5,76,4,78,41
34,76,24,9,37,3,66,82,90
30,31,42,84,15,96,77,57,22
29,81,20,63,25,97,43,69,4
60,91,27,31,69,91,6,83,57
88,4,66,77,92,19,91,17,77
36,13,20,82,33,39,34,21,23
12,71,21,98,66,72,68,17,53
0,98,32,5,64,81,11,41,83
89,77,61,83,5,3,56,31,86
95,16,79,66,49,52,41,20,25
7,53,9,6,25,92,60,61,28
54,73,95,98,26,67,9,90,11
88,50,35,87,19,65,97,50,78
15,36,83,5,20,34,21,27,0
37,36,76,3,85,52,98,93,63
81,98,24,9,32,65,85,15,15
49,99,58,66,85,35,6,8,22
93,93,24,25,22,60,79,32,44
3,66,73,27,57,85,52,47,1
34,41,95,11,69,4,93,86,61
42,59,22,61,75,83,76,52,26
91,14,72,71,22,75,83,8,13
35,28,49,82,91,52,3,14,89
88,86,50,52,64,47,51,12,79
40,23,80,11,68,31,85,16,94
50,59,54,28,68,30,28,77,33
56,89,72,91,21,30,7,14,10
86,15,80,32,68,67,54,25,14
92,22,62,40,42,66,79,54,59
51,91,0,96,77,30,18,56,41
31,27,8,95,29,61,31,60,41
11,29,43,4,61,1,7,22,60
92,56,87,23,29,52,19,41,46
45,3,44,19,42,46,49,44,3
89,20,87,54,74,78,30,44,96
26,2,94,27,0,51,32,62,0
99,74,74,9,67,27,66,36,46
75,73,84,3,55,83,82,14,90
14,23,28,67,9,16,68,26,17
11,43,79,6,82,8,35,43,65
66,1,69,93,24,50,82,8,36
21,91,35,74,52,11,70,43,35
84,56,65,51,68,87,87,64,95
63,47,15,31,12,38,65,41,6
9,25,33,89,48,36,77,58,55
92,82,92,50,89,62,69,0,93
95,81,20,12,35,13,42,27,98
16,17,19,46,58,21,57,94,45
23,59,42,65,0,40,68,50,88
76,85,93,76,99,58,0,48,81
44,49,97,57,19,84,40,30,68
36,0,19,88,87,61,7,96,62
65,21,40,54,4,9,8,32,64
20,98,41,31,15,60,83,74,75
14,76,40,55,33,65,92,2,74
19,71,35,18,19,45,78,89,53
89,41,29,50,79,17,68,70,0
49,51,74,8,19,75,86,39,49
11,87,85,62,53,2,5,73,92
19,45,25,1,15,42,63,13,1
84,14,1,24,74,21,62,81,57
8,51,30,85,47,77,91,17,13
85,62,54,19,52,18,60,99,86
20,84,25,5,40,49,50,33,35
3,32,86,32,23,15,8,66,55
90,34,27,52,99,31,12,83,46
37,66,99,5,94,35,93,64,33
43,92,76,69,59,13,28,65,21
85,81,25,5,54,60,61,46,32
64,56,74,85,25,12,27,46,86
32,87,87,23,14,13,72,7,71
73,15,72,79,79,39,41,81,4
89,35,52,14,45,79,24,3,73
79,50,16,39,11,87,5,62,57
89,10,76,14,77,84,74,54,1
58,21,97,28,71,22,63,24,20
25,9,25,81,76,37,44,54,14
94,20,19,42,76,72,56,17,98
49,54,6,3,13,16,60,98,18
36,60,79,87,74,96,63,87,30
65,46,31,75,16,34,41,24,4
27,51,95,88,90,55,16,91,47
59,94,8,81,2,39,31,65,42
73,70,32,87,48,93,90,34,45
19,33,35,89,70,33,80,58,88
5,81,58,16,26,53,44,99,3
16,93,1,43,76,70,98,42,86
72,15,39,62,93,34,82,81,2
69,67,54,90,31,99,34,24,77
32,56,52,85,33,54,50,98,34
15,16,68,73,54,39,74,79,85
61,32,69,40,92,53,18,10,97
23,54,81,32,64,66,74,33,38
42,28,64,5,41,67,29,83,22
80,41,2,14,18,1,65,55,36
28,73,81,56,78,50,66,92,74
31,62,53,96,69,43,58,91,13
24,34,41,84,23,56,30,54,94
90,48,34,26,92,54,0,10,21
63,6,7,77,48,83,73,48,94
31,17,27,31,84,43,68,85,55
19,9,68,28,57,93,66,85,14
20,12,0,37,14,55,61,72,32
76,36,36,79,50,43,13,20,6
33,81,45,36,38,49,50,80,40
57,88,68,1,35,73,57,91,31
32,93,98,42,73,20,13,34,72
53,42,57,12,39,73,64,22,49
58,99,7,86,28,97,39,39,21
72,69,61,71,96,87,5,25,17
3,26,94,13,10,31,90,0,47
31,42,98,85,12,72,21,31,55
53,69,57,15,39,43,25,53,80
94,34,95,67,65,13,59,12,81
4,77,25,17,1,4,60,69,92
53,67,34,2,57,17,58,92,54
36,20,5,4,22,39,89,52,69
9,42,87,54,60,88,60,2,53
66,73,33,89,4,54,9,19,87
96,84,73,95,73,74,26,40,58
60,58,18,32,88,67,66,86,55
87,62,12,88,99,46,32,48,38
83,55,0,97,26,52,19,35,86
72,12,28,48,18,6,87,43,46
46,51,44,33,42,53,88,79,72
40,94,27,77,37,21,42,40,55
21,97,48,23,34,51,22,71,58
1,55,26,77,18,55,37,48,31
4,68,75,47,9,85,8,30,53
30,54,91,76,91,21,83,68,87
43,61,94,69,38,12,57,89,83
69,35,89,6,13,52,15,41,16
34,94,32,76,54,34,65,18,6
92,37,15,75,73,54,31,8,90
49,66,22,18,24,38,65,60,9
64,9,57,31,73,49,26,93,79
17,53,30,17,9,54,69,59,46
78,62,70,39,27,96,0,63,87
77,94,9,82,72,75,59,7,29
79,80,3,76,11,49,76,63,32
37,50,72,76,6,97,81,1,95
30,6,62,41,31,61,13,27,50
57,57,9,6,80,79,65,68,15
48,69,5,66,59,4,44,99,42
49,57,87,70,23,45,89,44,81
85,25,61,52,17,41,8,61,31
27,53,5,55,56,65,35,62,13
85,16,8,39,60,33,37,87,57
95,43,30,23,52,85,84,93,96
16,35,78,95,44,19,4,54,28
17,71,24,54,32,88,16,76,67
60,77,90,33,33,97,24,88,68
66,80,97,24,60,34,55,42,31
73,80,37,27,28,74,1,13,34
57,94,41,85,76,60,72,5,98
22,14,6,95,15,95,31,27,52
41,27,32,98,29,5,27,71,84
76,74,8,87,22,95,46,91,9
29,23,62,89,30,60,68,2,78
62,0,64,28,77,46,57,76,86
50,94,20,82,3,75,86,96,53
24,70,67,44,68,83,60,27,23
68,6,24,23,23,5,9,11,64
67,84,98,67,68,29,28,21,76
75,19,81,14,90,56,59,60,62
22,43,16,58,51,6,65,52,94
33,94,42,91,16,36,24,39,2
52,32,46,25,45,88,19,58,81
95,83,72,85,66,18,50,53,32
4,26,15,45,0,68,76,1,63
83,24,57,69,78,8,12,37,0
25,67,67,89,39,43,86,68,51
14,78,83,49,15,98,74,81,67
38,77,6,31,2,50,64,54,78
65,13,77,21,62,29,28,36,85
62,60,3,34,36,61,59,56,70
58,52,22,48,77,26,16,80,14
75,20,91,54,71,87,86,25,96
21,30,58,94,27,72,21,38,50
9,67,27,72,88,99,53,11,11
99,80,34,98,17,11,49,0,54
30,36,80,93,81,19,58,3,99
28,49,37,11,86,64,58,62,43
25,1,24,27,17,57,32,84,97
40,2,86,79,4,84,72,82,73
13,17,1,28,33,32,28,4,52
38,88,72,80,23,16,23,77,30
53,49,76,87,86,67,58,7,84
65,58,95,85,11,25,54,70,11
15,35,78,1,84,19,80,27,25
62,96,74,36,66,33,62,4,45
45,83,97,23,17,70,89,2,25
66,67,55,41,99,70,50,52,42
31,6,57,22,6,96,15,43,64
79,96,47,85,72,88,41,20,27
14,50,10,5,47,36,86,98,16
3,61,76,86,76,97,34,92,80
98,23,22,39,76,60,19,14,79
32,68,22,79,5,8,74,73,83
55,69,73,20,12,62,77,28,23
63,18,33,90,69,94,36,53,34
19,69,9,15,68,34,63,57,20
76,34,12,23,94,44,7,46,23
76,60,60,18,47,11,62,19,12
71,23,89,63,44,91,91,54,8
25,88,1,49,90,98,96,18,86
34,67,78,40,31,3,4,5,90
18,56,77,7,57,41,27,47,45
84,7,49,16,60,64,8,68,4
82,51,77,59,77,85,34,47,32
84,76,79,14,28,3,55,84,23
6,44,6,24,85,89,80,3,43
56,92,95,10,86,15,72,38,34
0,23,56,8,81,29,84,24,66
50,20,11,54,87,54,40,95,96
58,20,60,70,13,96,58,56,85
66,41,97,34,5,60,10,71,12
95,33,85,82,67,47,64,92,52
99,24,13,84,70,72,27,96,11
51,95,0,84,1,11,50,60,31
66,35,67,46,69,54,25,46,13
36,5,58,79,93,44,64,54,47
50,74,83,64,42,21,0,94,85
46,36,22,36,99,84,55,56,77
72,23,87,15,72,73,46,12,63
89,66,70,24,80,86,67,37,67
99,67,18,82,23,77,3,57,26
33,2,56,37,73,17,12,10,63
94,1,75,37,92,93,99,49,76
58,85,62,79,37,32,96,35,85
83,38,86,79,85,18,89,36,14
66,82,55,95,44,80,49,83,76
72,17,32,90,8,55,91,53,95
66,64,76,70,94,6,61,38,27
50,96,51,73,76,21,10,69,88
32,73,67,6,84,36,73,75,64
14,21,40,18,71,56,55,28,56
24,82,91,34,92,53,17,79,20
35,60,83,84,84,16,84,1,55
52,7,24,34,66,8,95,26,52
84,21,66,51,15,57,72,12,5
58,0,77,36,61,20,53,58,3
10,32,31,93,7,8,14,21,52
86,50,42,23,82,8,31,29,6
11,41,46,64,95,32,45,94,26
28,82,22,6,93,90,28,59,24
82,77,75,17,51,64,14,77,1
10,77,24,6,32,18,69,17,65
27,94,52,5,54,1,16,63,5
98,6,14,3,24,1,73,64,98
67,71,46,10,60,21,70,49,24
83,78,98,85,46,60,18,73,48
0,79,29,23,39,0,18,70,54
32,23,41,99,74,10,8,80,60
23,31,54,55,77,37,92,12,60
66,70,71,74,83,80,72,17,49
93,43,38,11,34,53,13,76,61
74,38,5,58,17,4,12,61,36
97,72,67,40,98,10,35,16,63
69,90,30,35,51,30,86,31,32
67,38,90,78,22,92,37,8,76
37,4,58,83,13,51,94,30,4
90,77,96,0,84,35,53,13,54
28,92,93,34,68,37,46,33,83
58,25,71,30,95,75,48,68,49
70,41,55,11,5,35,29,16,41
81,2,89,50,28,61,44,43,21
17,6,85,99,97,10,67,82,23
11,16,74,21,79,53,46,52,85
70,65,13,24,36,10,98,42,3
39,86,51,8,97,26,64,85,56
35,75,77,70,71,1,78,25,16
97,2,58,19,9,72,94,8,98
64,17,22,72,37,9,53,22,92
35,33,12,2,11,54,94,55,90
38,21,74,74,18,30,56,61,3
44,67,45,86,11,79,47,63,94
99,63,48,42,61,53,85,98,99
72,73,49,51,1,49,12,30,38
6,44,9,41,62,59,98,86,88
89,89,88,53,24,70,66,69,2
0,33,48,49,29,71,97,52,0
73,65,44,97,38,2,35,10,65
14,80,62,69,41,35,48,61,15
68,91,32,36,26,88,41,12,57
40,76,53,18,69,95,87,68,51
44,96,97,4,95,85,63,70,6
76,79,74,6,57,40,25,63,74
67,86,82,11,61,25,98,78,3
31,32,18,16,40,5,18,68,72
7,31,26,4,85,27,0,58,92
73,15,85,67,29,33,70,81,76
68,29,16,54,66,15,70,60,67
40,81,92,48,43,13,4,2,13
24,36,92,37,58,74,39,32,48
66,32,12,86,36,56,39,43,80
74,15,43,10,12,75,13,60,99
77,40,9,54,41,75,86,29,47
38,23,60,78,35,8,29,26,49
78,2,68,47,38,82,9,27,19
6,86,8,34,52,16,36,19,73
71,46,94,62,25,73,74,97,29
51,87,86,85,35,31,38,16,9
83,82,25,81,84,96,64,56,32
10,29,21,43,10,46,93,45,46
47,73,21,11,9,86,58,55,67
73,98,56,0,72,4,63,45,98
55,58,21,4,48,21,60,65,20
94,23,12,30,31,2,29,90,62
84,84,97,62,6,93,25,56,18
6,52,61,93,76,39,95,47,4
27,53,84,6,45,41,47,46,67
29,49,94,52,94,78,20,97,95
25,38,25,91,63,39,45,58,38
13,28,45,21,53,9,13,32,20
12,81,74,57,4,99,23,75,1
88,36,66,2,95,4,71,50,61
17,44,23,27,46,45,5,67,53
99,86,23,43,70,13,61,47,72
11,97,28,79,33,97,98,16,97
71,86,94,61,15,1,98,36,53
11,19,24,34,39,17,22,85,11
60,73,40,80,95,87,77,41,99
3,32,36,41,75,87,38,55,99
57,68,42,37,63,82,42,16,43
44,97,9,54,30,85,6,28,55
1,30,96,37,37,33,41,48,79
43,46,83,61,60,48,45,71,50
30,18,7,15,61,16,88,18,21
33,21,32,82,44,46,44,90,19
44,80,33,61,67,1,80,86,36
26,66,58,6,56,19,34,8,68
49,46,49,53,57,27,40,98,37
26,97,25,77,16,27,71,86,25
26,53,28,84,99,79,28,9,96
55,13,81,71,36,90,37,30,18
63,53,19,58,68,22,66,48,40
73,44,93,58,49,7,56,8,19
87,82,6,50,59,39,59,54,74
83,68,88,0,82,51,20,77,3
97,3,27,56,17,30,16,0,76
56,0,26,72,88,70,71,47,53
53,92,74,72,88,16,78,20,49
2,53,57,81,83,45,88,1,50
76,5,1,7,80,9,70,48,23
67,70,71,11,6,0,59,7,1
72,87,32,27,95,62,12,88,66
30,48,48,57,85,13,15,51,69
76,86,75,54,86,57,91,19,94
32,96,24,11,22,94,76,31,88
1,51,7,37,53,75,75,85,95
34,85,67,79,39,67,18,28,95
62,79,75,17,65,69,85,14,9
24,80,19,6,77,85,39,31,83
75,70,70,16,45,21,11,21,40
35,94,59,18,64,48,89,93,47
31,79,85,57,61,81,56,6,26
98,18,48,68,5,66,39,64,85
72,72,8,75,92,23,52,28,98
21,41,55,62,90,61,99,50,64
59,60,79,64,72,14,5,67,45
45,90,91,39,43,46,99,93,30
61,48,53,50,65,34,66,95,16
49,90,33,6,23,93,20,26,40
99,0,85,77,82,20,93,54,73
56,95,25,3,52,4,83,14,25
45,60,45,65,32,73,79,15,12
1,57,20,44,2,80,66,84,60
24,44,91,12,53,4,97,21,65
33,28,24,65,20,75,38,19,86
52,68,71,6,86,61,82,99,66
64,17,85,41,11,8,45,32,80
18,93,98,0,40,48,45,99,25
16,78,5,69,26,7,37,36,17
45,64,48,75,13,12,80,84,9
92,9,40,88,16,95,24,89,84
62,89,43,87,23,69,76,57,21
58,66,75,49,7,1,71,79,89
7,98,17,80,65,80,38,45,54
33,18,40,51,26,26,58,26,41
7,51,85,48,29,98,14,44,90
15,82,54,72,51,95,76,61,21
28,41,80,35,91,9,92,75,25
85,37,36,78,21,56,72,32,32
43,54,85,37,88,66,40,24,19
9,27,7,41,93,46,93,7,19
2,55,46,55,42,82,86,93,14
6,5,42,96,90,87,63,18,82
93,63,74,78,35,27,0,78,14
21,2,84,33,1,28,3,23,56
39,27,5,10,64,12,1,14,42
93,58,52,45,0,59,34,80,9
81,36,46,5,44,50,11,20,65
51,1,96,57,91,15,54,61,30
54,19,40,78,43,83,12,43,80
41,51,45,6,78,43,11,19,66
51,54,44,19,46,18,97,15,18
25,11,3,20,54,0,77,63,99
20,17,98,61,71,58,71,59,61
69,56,25,53,78,70,66,74,85
18,60,37,41,46,68,84,63,77
9,22,53,42,95,90,69,95,7
24,13,89,14,1,64,33,63,36
36,37,8,87,94,59,89,37,76
12,2,17,38,90,44,68,71,61
88,40,18,63,49,23,46,19,54
63,49,39,88,24,64,75,23,51
28,77,50,61,63,78,28,16,70
1,47,42,83,55,18,59,38,69
9,16,54,86,72,84,26,50,15
26,5,62,57,54,39,58,10,82
12,33,43,17,59,12,26,11,75
86,32,22,3,9,51,6,3,15
44,35,33,39,62,76,63,0,3
87,97,21,62,85,34,85,97,52
5,39,23,31,3,45,68,47,32
3,51,90,97,40,43,32,54,57
33,69,46,94,58,94,3,80,40
90,94,68,89,50,12,45,14,19
67,97,42,17,17,63,60,18,46
72,8,23,1,4,38,81,70,42
87,53,25,28,33,22,15,68,57
7,44,31,21,24,40,64,15,66
60,61,11,50,85,27,42,49,77
36,70,36,80,18,11,79,12,88
79,35,97,27,23,69,67,53,35
86,24,46,50,76,37,74,8,61
11,66,20,90,71,16,52,18,25
44,69,67,17,63,89,52,62,1
17,10,7,99,70,25,59,80,87
1,92,80,34,62,79,27,52,44
77,36,56,2,21,53,27,73,72
90,40,61,97,22,37,40,5,68
38,98,3,62,34,20,84,59,91
15,16,44,24,3,75,58,34,47
0,90,98,0,65,63,55,14,76
51,68,76,80,34,20,12,89,37
50,14,23,67,29,19,33,22,17
90,98,70,20,12,59,20,96,81
67,83,53,89,87,0,37,25,76
26,96,67,51,73,92,62,75,17
66,0,70,81,78,8,66,34,78
38,92,60,47,76,32,44,49,20
