85,29,63,22,51,57,64,82,52,4
73,47,29,85,84,49,59,17,96,0
72,72,70,98,93,9,45,34,42,5
75,54,91,27,86,95,16,43,42,0
55,43,3,17,4,29,20,40,37,2
53,40,3,45,26,3,92,65,22,2
92,99,88,81,87,38,84,6,34,7
65,25,6,66,16,27,42,71,7,6
55,5,55,30,13,12,60,75,83,6
12,18,29,88,97,82,83,90,97,9
84,71,59,21,94,55,91,13,74,3
97,9,81,5,25,2,81,92,74,0
7,87,71,80,41,65,75,24,33,0
42,52,56,22,39,99,92,87,43,2
32,35,54,71,34,62,66,1,73,8
15,80,48,22,20,91,56,59,99,2
44,61,12,16,16,14,32,56,1,4
84,40,31,21,55,26,49,6,66,0
66,87,79,57,21,1,14,9,10,5
88,47,58,19,12,12,5,92,19,1
55,30,53,66,37,24,87,48,61,6
87,58,84,15,96,86,33,46,97,4
97,44,18,3,89,34,35,81,74,1
96,4,56,42,6,84,92,17,53,9
75,81,73,41,50,65,21,14,34,6
42,88,52,60,31,60,17,2,71,4
6,9,82,17,52,39,60,84,76,4
41,0,5,2,89,47,73,59,32,0
17,53,84,78,62,81,60,99,56,2
70,69,1,19,22,16,25,92,47,6
1,69,49,16,14,83,21,37,8,7
77,48,42,23,81,15,17,19,75,7
95,50,19,60,76,31,47,90,83,8
8,62,87,68,22,14,71,16,91,8
54,94,26,25,91,54,71,81,67,1
24,52,24,2,2,52,61,74,91,4
29,36,27,66,57,54,29,29,76,6
32,63,97,21,10,43,66,31,6,5
7,70,98,85,88,89,34,60,97,9
23,16,32,49,54,25,97,14,54,1
29,86,43,22,40,71,59,90,14,0
41,94,95,65,98,86,81,50,1,8
90,34,95,24,67,20,30,64,77,4
54,1,75,41,19,13,74,71,77,1
48,63,4,48,19,27,58,20,9,2
94,89,81,25,44,81,40,38,83,1
65,52,2,58,73,88,75,30,73,9
15,48,53,38,87,55,80,80,23,8
85,25,12,97,14,18,54,14,50,2
12,84,19,35,50,49,96,5,90,4
28,9,79,58,60,38,90,65,9,9
16,97,75,12,6,69,23,6,32,1
33,26,86,45,21,30,78,8,73,7
37,81,39,77,81,92,94,91,79,9
3,62,32,77,66,51,29,10,73,4
5,89,17,33,65,28,89,95,31,1
70,7,38,5,0,83,76,40,70,9
76,20,25,36,27,67,54,60,83,6
6,32,15,54,82,36,64,43,31,6
13,17,46,68,94,30,25,0,42,3
33,65,26,34,84,9,31,7,96,6
39,42,48,71,76,30,31,65,2,0
18,52,80,84,21,73,2,27,24,4
24,84,85,27,23,22,71,32,60,1
57,62,2,1,59,91,83,17,87,9
0,62,96,27,62,88,67,94,82,7
5,75,93,16,81,7,4,98,24,8
95,41,21,66,93,77,41,6,49,5
56,31,97,35,18,2,3,5,44,7
33,66,32,3,10,78,40,80,91,2
5,26,37,89,43,25,10,55,37,3
45,24,19,92,28,31,32,16,36,2
26,87,66,27,82,8,85,52,20,3
70,76,28,93,76,87,40,16,40,1
5,65,88,60,88,96,53,19,90,4
52,10,13,4,79,37,75,81,99,4
37,23,54,20,95,71,37,47,10,8
22,6,20,60,66,81,22,96,79,3
87,17,27,17,56,41,94,72,9,2
64,5,13,47,36,96,30,10,30,9
28,38,51,43,74,58,19,88,74,0
57,16,84,42,11,45,16,5,10,6
26,70,12,39,36,66,48,15,73,0
98,21,46,5,89,64,49,48,88,2
35,76,84,69,38,31,86,3,1,7
2,34,64,27,46,50,82,76,25,8
4,63,36,31,20,17,55,52,92,8
70,46,24,45,49,55,0,26,9,8
62,85,34,65,53,33,34,94,36,6
43,64,82,31,3,89,48,91,94,6
46,99,0,49,29,33,24,76,44,0
1,27,57,78,52,10,49,37,92,6
92,20,37,70,33,72,37,9,38,9
55,58,20,52,66,76,77,41,22,1
67,46,52,18,10,64,5,99,71,7
83,41,20,27,64,65,67,42,54,7
59,98,41,94,40,23,79,92,67,0
46,0,18,34,56,66,96,76,40,9
28,99,77,11,7,77,59,35,53,3
1,77,81,12,47,64,17,58,24,8
1,74,89,20,43,83,76,58,73,4
90,32,55,64,55,3,30,81,43,8
37,40,21,34,60,14,24,21,72,3
5,18,75,20,39,83,75,2,24,3
88,81,73,49,30,98,24,66,96,9
45,98,0,45,89,89,81,2,83,8
