64,68,17,11,74,43,11,35,37,5
69,16,23,57,32,54,5,74,1,3
71,3,35,3,2,7,92,88,25,7
28,88,39,9,88,67,94,73,0,1
74,11,34,89,82,44,23,55,55,3
13,43,76,68,21,90,72,40,42,1
28,0,16,43,6,14,89,22,31,1
33,13,70,23,12,23,31,37,28,9
28,70,11,99,50,62,78,50,64,2
94,58,62,57,89,99,5,26,32,0
58,38,17,46,12,71,95,81,34,8
30,24,93,85,21,62,76,14,64,9
24,25,39,69,30,98,34,60,20,2
66,93,95,61,34,63,49,49,75,2
31,78,60,18,20,87,73,71,78,8
46,8,65,24,76,50,82,87,69,5
29,79,52,7,91,14,87,6,68,0
0,62,56,37,37,21,98,94,32,9
18,16,46,31,77,40,64,49,8,1
30,64,34,74,10,77,63,3,10,7
87,24,62,41,70,34,93,63,11,5
71,46,43,1,49,47,88,43,64,5
63,85,20,9,48,16,38,55,2,6
45,45,21,33,97,40,87,87,9,0
13,61,86,46,63,79,27,74,95,7
7,36,99,84,76,92,45,9,67,9
33,43,30,84,9,91,74,73,74,9
24,61,51,3,12,88,16,96,93,5
78,41,97,73,54,25,39,78,67,2
97,14,61,52,29,80,71,69,29,9
3,5,57,83,41,25,15,4,64,6
35,80,76,52,37,49,37,47,36,5
96,99,99,62,34,44,36,20,5,4
94,73,95,82,46,78,2,4,33,4
96,97,17,32,40,73,47,17,72,3
18,44,95,0,10,35,47,30,54,0
25,42,69,42,46,26,43,53,62,8
63,79,34,44,90,8,82,56,89,0
45,19,17,86,79,16,56,61,96,3
59,83,50,38,18,63,54,2,52,6
32,19,9,57,89,5,45,62,87,4
61,12,65,81,13,45,2,98,68,0
50,99,27,34,5,63,18,0,48,6
67,80,28,95,64,3,27,26,70,2
3,47,29,34,54,60,25,53,89,6
81,16,80,93,66,91,13,88,92,8
45,80,89,10,38,10,43,22,72,2
36,33,8,86,20,83,91,32,14,5
69,85,87,48,21,87,92,90,91,8
49,63,20,47,99,40,28,36,31,0
92,15,50,16,29,3,78,84,78,2
37,57,2,0,16,7,2,87,42,0
77,5,40,23,80,48,24,24,18,4
8,84,12,42,39,30,56,50,79,6
84,92,54,30,73,19,20,17,8,7
59,0,6,40,25,70,92,86,46,5
57,32,9,14,25,33,84,86,28,4
46,10,46,62,81,40,23,38,83,9
83,98,8,61,22,58,4,10,41,5
20,37,97,35,87,38,60,28,42,0
14,57,8,92,65,40,80,63,46,0
16,60,88,60,84,6,9,10,89,3
74,4,97,76,71,49,23,34,39,2
34,8,58,69,83,47,22,27,67,2
63,2,27,58,52,34,16,65,72,9
97,71,14,20,74,25,9,93,11,3
82,17,46,31,76,45,0,46,64,1
97,10,22,22,42,93,31,75,70,8
86,52,47,93,50,94,40,94,15,5
50,71,85,28,1,91,99,51,21,3
10,90,5,72,58,61,77,75,42,6
24,34,33,51,28,15,15,36,85,8
38,62,20,9,83,44,82,91,69,2
9,23,18,31,41,9,32,56,3,8
84,59,88,38,34,36,71,51,62,1
2,86,55,42,56,17,96,68,96,7
67,20,89,31,3,41,4,29,71,2
95,22,37,79,73,18,18,29,66,4
73,16,25,35,4,35,32,34,76,0
19,19,12,42,7,49,35,10,13,9
50,28,84,72,39,23,70,26,7,8
92,49,43,29,8,66,76,97,66,6
18,9,25,99,95,70,17,88,56,5
48,46,33,95,87,12,31,71,30,5
19,77,27,33,50,8,84,94,2,1
84,46,59,62,73,55,41,82,95,6
95,17,28,18,99,65,36,72,34,3
12,51,74,89,30,83,12,42,53,4
18,11,8,32,57,81,16,62,47,9
36,44,48,65,83,16,61,69,63,7
38,21,15,5,78,88,58,38,53,1
10,8,60,30,7,92,46,88,67,3
18,9,70,86,70,51,26,23,76,8
7,98,29,71,90,52,26,23,71,8
29,62,49,51,15,56,66,38,42,0
60,11,93,34,69,20,36,21,38,7
94,77,1,98,1,39,31,26,86,9
45,20,60,54,44,20,33,22,93,2
71,33,56,7,91,74,73,25,34,3
22,16,87,47,24,16,12,42,28,5
30,88,68,64,77,22,40,25,29,4
66,45,96,82,22,76,62,47,1,6
85,76,48,57,85,75,65,59,69,3
54,1,72,37,72,38,90,23,22,3
76,88,36,74,1,7,93,29,18,7
15,72,46,99,69,15,94,37,4,2
27,43,44,33,60,57,62,4,81,6
20,3,21,93,51,57,96,27,8,1
65,27,2,83,33,57,97,29,51,6
45,88,4,10,52,68,38,45,85,8
87,55,5,29,83,65,18,79,79,2
39,59,60,97,62,5,85,87,18,6
95,70,69,38,33,54,34,51,13,3
5,27,4,71,93,47,72,7,1,1
14,25,73,68,2,53,97,66,27,9
73,79,4,39,28,69,62,68,33,2
55,73,29,80,83,95,83,93,49,0
83,41,70,22,7,44,91,76,98,7
0,34,72,85,46,44,10,42,91,4
1,42,52,74,20,12,22,43,40,3
10,63,99,20,26,72,1,5,9,7
16,89,88,61,78,96,23,31,16,7
51,27,7,69,21,35,9,96,25,6
50,9,37,17,11,41,80,35,48,9
95,70,16,67,47,79,89,7,74,1
32,45,99,88,50,28,28,40,46,0
46,60,10,32,61,50,80,58,86,9
26,56,83,82,35,84,35,26,33,2
47,23,87,50,72,67,2,8,28,9
41,3,82,25,70,64,23,35,47,2
87,70,67,53,5,46,22,83,80,8
96,32,46,54,63,30,71,25,42,9
32,46,15,83,8,83,70,59,78,4
46,87,56,62,34,65,37,69,33,0
35,74,38,5,59,76,32,88,16,5
65,94,67,36,31,65,86,36,43,2
24,60,86,94,8,0,20,71,40,7
76,41,80,92,37,29,62,30,88,5
11,53,1,57,89,78,84,36,73,3
23,22,22,27,5,45,38,5,73,9
46,21,83,41,90,69,83,44,28,9
79,92,24,37,4,33,39,95,54,0
48,87,86,49,76,23,8,99,31,7
68,29,92,73,13,37,46,83,94,7
89,36,34,14,64,1,79,26,22,9
9,49,65,85,81,27,47,31,42,1
56,16,62,94,24,99,30,67,82,2
61,40,40,99,35,34,63,90,76,6
46,39,22,80,31,93,46,96,59,4
16,25,89,67,41,6,28,9,32,8
62,60,55,11,30,52,55,50,62,6
92,78,77,6,8,69,99,10,87,2
38,81,5,78,86,67,81,20,38,9
26,69,91,24,36,86,93,68,1,2
29,29,63,5,79,55,30,16,46,5
78,49,19,66,13,30,50,33,78,6
94,50,82,29,25,21,13,16,94,5
33,0,94,18,48,54,74,51,67,4
89,24,20,81,54,40,19,35,63,8
84,85,53,5,23,49,68,30,0,7
6,54,83,11,82,36,48,16,53,5
33,10,3,75,0,67,51,26,74,1
70,90,13,80,42,21,25,16,93,5
93,80,28,89,19,55,70,14,54,3
61,13,17,66,64,54,78,65,17,0
5,41,14,5,34,19,57,57,50,2
35,94,78,17,59,78,91,85,88,5
38,86,57,8,25,64,70,10,72,4
90,80,66,76,20,85,68,69,60,1
78,88,97,45,17,89,17,74,63,2
10,35,7,6,74,30,63,1,45,3
13,29,35,59,68,13,48,4,61,2
75,36,24,47,88,83,24,76,98,8
21,28,75,91,68,76,28,30,26,6
90,76,2,86,99,93,0,50,12,7
11,79,81,44,58,1,0,4,72,2
88,88,53,78,94,74,41,48,32,8
90,15,5,97,53,4,81,14,93,7
24,21,93,84,54,28,63,61,55,4
96,34,98,0,76,96,85,39,9,5
95,10,63,0,12,84,99,98,50,3
89,27,35,83,34,72,44,47,44,0
78,77,34,1,32,87,26,64,9,8
3,52,31,56,47,7,67,75,82,2
34,5,18,66,88,94,60,44,24,1
71,66,14,30,84,95,42,87,37,8
75,66,57,12,25,0,45,21,62,8
15,13,59,39,64,22,70,60,93,1
99,40,89,69,37,89,38,99,43,9
28,47,48,73,99,41,41,35,25,7
93,15,52,68,16,27,44,59,25,7
68,59,92,83,96,98,14,60,86,4
72,33,81,76,67,57,84,66,17,2
40,11,66,5,53,56,84,6,65,8
47,75,0,75,55,90,41,61,91,8
67,32,33,75,68,35,13,37,79,8
57,44,58,17,76,93,49,41,2,3
68,71,13,82,7,48,86,3,71,5
46,34,32,75,59,75,15,80,19,9
62,2,70,60,72,97,10,12,57,6
55,55,66,12,33,1,91,66,97,3
23,16,56,73,72,30,95,79,38,7
87,16,22,50,26,36,37,6,89,8
6,49,26,48,87,37,18,15,4,6
74,45,48,88,51,99,67,94,93,6
80,58,31,56,48,67,55,16,29,8
47,37,4,43,17,40,21,33,64,8
34,85,36,78,29,45,3,25,24,2
97,86,79,5,70,11,11,33,64,6
79,28,64,76,25,94,86,49,13,7
84,50,65,31,61,64,14,61,19,2
38,13,54,41,55,33,15,81,72,8
3,85,12,22,76,1,32,22,29,7
66,24,37,9,87,48,64,4,21,9
98,98,65,8,34,61,2,94,51,4
66,24,38,29,9,88,7,15,90,9
18,57,21,79,80,79,21,46,44,4
65,2,80,58,32,46,93,1,28,8
30,73,44,43,62,11,18,38,74,5
41,93,17,91,21,96,5,3,42,8
23,93,74,8,41,18,14,12,63,0
17,0,37,95,91,6,81,41,1,7
88,91,28,19,10,7,56,91,26,7
69,22,9,34,60,3,53,22,25,0
83,22,10,90,86,19,28,68,61,5
70,36,49,24,0,2,26,16,17,9
85,53,20,19,59,73,43,60,44,1
82,16,76,99,40,54,47,71,87,1
74,75,80,93,79,28,30,63,10,4
8,58,62,8,37,35,43,56,25,7
4,58,80,24,24,89,61,49,72,5
74,79,16,37,47,93,91,64,80,2
54,61,82,29,62,44,48,24,4,1
16,18,63,71,65,2,63,38,68,9
24,32,25,63,15,63,64,20,73,5
63,24,86,50,36,91,95,81,42,2
77,22,68,32,33,36,79,66,34,1
79,60,41,25,99,49,42,3,32,1
11,73,79,20,79,0,71,32,55,8
17,79,67,66,47,20,99,72,35,0
74,5,95,51,63,99,46,34,58,7
4,86,73,97,97,16,53,75,40,9
29,38,58,10,71,35,52,87,65,1
69,23,97,44,74,30,37,35,83,3
2,91,83,84,78,63,61,19,52,4
20,16,32,91,70,21,86,85,78,2
68,59,82,36,80,54,62,97,63,5
68,19,90,68,14,36,39,57,32,6
4,27,42,40,60,82,79,90,99,3
63,91,87,79,91,72,10,39,6,7
16,77,21,11,9,35,42,54,19,5
90,93,57,80,81,36,80,6,79,1
4,9,5,37,48,88,1,72,35,9
93,36,39,21,71,37,44,0,84,1
65,50,50,66,74,94,99,88,81,0
47,95,92,68,88,71,2,99,13,3
90,31,49,22,48,94,96,47,79,2
74,2,80,54,52,82,79,44,13,7
32,79,73,60,82,88,33,45,28,6
92,40,77,21,42,53,30,76,46,1
36,28,81,79,31,21,70,73,57,0
51,1,3,68,51,74,27,39,32,3
46,98,87,11,56,77,28,76,59,7
84,20,29,14,81,9,70,39,38,6
15,73,80,97,75,46,12,73,94,2
91,83,22,78,68,72,88,59,58,3
88,56,76,73,48,49,47,46,57,3
68,53,23,48,38,60,52,98,84,3
12,40,25,60,11,50,90,46,54,2
81,63,52,40,71,22,29,51,63,6
64,91,87,7,24,11,11,58,80,4
19,97,69,68,5,3,7,69,28,8
13,60,98,36,97,57,30,73,6,0
8,54,86,53,33,11,35,98,31,0
6,2,63,32,23,64,9,12,87,5
17,66,87,58,73,94,26,79,6,8
72,8,64,70,58,77,89,62,81,1
70,87,37,90,24,65,88,74,37,3
13,52,52,36,95,37,18,64,61,5
2,93,33,74,48,80,24,90,81,8
16,57,56,51,39,33,12,95,30,9
61,78,80,31,14,13,86,44,94,6
36,73,58,81,88,46,66,76,63,2
18,75,23,47,74,76,1,18,69,8
82,40,6,27,76,58,36,88,57,0
35,99,46,61,0,35,16,5,24,5
69,80,78,70,56,47,51,79,58,1
48,58,44,31,88,25,20,65,89,8
72,50,36,50,25,90,70,26,1,0
84,63,1,77,14,98,25,16,87,3
84,97,53,27,76,6,2,85,20,0
16,62,47,77,74,53,23,50,77,9
63,94,36,35,0,3,32,74,34,3
41,73,99,36,32,32,4,64,68,1
70,75,58,84,92,91,97,15,45,9
14,52,98,29,61,50,17,75,27,9
97,91,76,76,44,46,85,1,97,9
83,97,5,96,58,22,51,4,23,3
84,32,3,61,0,2,92,16,29,6
41,60,68,85,92,6,96,67,88,9
92,6,70,8,79,22,36,8,16,1
2,94,51,52,37,74,12,80,50,5
62,84,73,70,42,80,99,3,85,5
90,78,5,24,96,30,64,80,53,6
6,7,61,59,74,21,43,78,9,3
59,68,39,74,23,56,1,68,6,3
55,84,46,40,78,11,7,17,39,9
78,13,73,78,54,71,18,8,53,4
16,97,55,52,87,12,58,19,40,0
37,7,18,15,16,58,56,52,37,5
56,7,6,80,66,30,5,43,53,2
82,79,45,25,46,78,85,67,52,3
68,38,78,16,58,77,34,56,45,2
95,73,23,70,5,14,29,2,83,2
53,30,89,93,11,81,93,6,75,0
83,16,93,72,90,18,51,25,38,4
46,90,32,38,62,66,93,5,81,7
38,36,90,33,45,33,82,3,60,4
92,72,85,96,7,60,4,7,85,7
62,12,69,48,39,16,12,92,43,2
95,28,28,71,2,46,7,69,61,6
95,51,84,40,48,67,14,95,45,1
35,96,4,93,43,30,2,60,49,5
87,35,6,78,20,35,94,80,67,6
68,79,59,5,89,43,54,73,95,1
2,99,52,48,6,50,56,44,37,5
47,97,10,30,72,79,40,80,62,4
40,36,51,39,52,80,64,99,27,0
56,6,44,54,45,88,87,2,14,7
40,61,86,5,83,28,3,23,43,4
95,56,59,71,81,69,93,13,74,4
87,78,49,70,65,94,14,93,18,5
99,14,27,19,37,20,94,37,16,1
4,56,12,37,10,5,90,39,18,3
22,73,70,13,11,4,30,12,25,3
93,29,18,78,62,95,58,5,31,7
29,66,27,63,86,77,85,41,66,1
74,47,35,97,69,88,12,37,69,5
34,30,88,22,6,35,0,59,82,9
3,47,83,39,55,92,94,12,71,7
30,45,55,71,15,57,40,22,23,7
5,75,75,17,77,72,64,72,60,6
38,90,83,70,61,40,60,26,44,9
58,26,60,12,66,47,21,33,42,8
53,8,3,40,6,59,91,27,25,0
82,36,92,28,61,42,38,95,12,3
20,85,84,31,18,94,83,8,97,2
62,52,61,46,60,87,22,2,4,2
53,49,64,15,68,26,38,73,18,0
46,23,43,6,75,6,53,28,46,4
37,63,55,64,52,94,73,5,85,9
8,96,72,22,16,79,8,57,58,2
2,70,85,78,1,29,77,69,44,3
80,38,19,80,23,97,5,13,5,9
17,46,57,97,52,19,2,23,55,2
83,71,4,6,22,42,84,11,40,6
31,27,88,58,89,66,34,81,71,1
51,40,51,80,58,57,21,65,19,1
9,32,26,38,34,72,76,2,27,9
7,71,20,92,83,56,5,78,80,3
74,8,57,53,23,1,39,2,12,1
47,49,67,59,82,87,97,65,51,2
17,14,7,5,9,20,13,25,79,3
76,25,30,81,70,12,0,29,55,1
18,15,3,91,27,88,35,27,95,4
97,43,16,29,61,97,46,17,3,2
85,6,45,57,68,90,94,10,77,0
53,2,31,38,62,95,31,45,71,5
52,30,8,23,83,80,72,45,21,2
25,48,91,48,61,76,2,98,48,1
94,13,20,15,30,49,18,75,54,8
13,61,98,10,51,9,14,41,90,7
4,71,18,67,56,45,74,29,33,7
63,22,81,7,42,81,5,65,19,9
30,3,9,43,6,44,40,13,70,3
48,15,86,98,56,40,38,52,42,4
97,9,21,49,48,34,73,21,48,6
66,8,23,82,21,36,92,43,82,3
38,82,84,42,99,32,56,60,4,3
53,17,14,59,29,70,27,16,42,7
17,83,9,44,82,14,95,19,25,4
36,7,37,77,16,18,35,48,22,8
15,55,90,97,66,1,7,58,39,1
5,84,68,34,87,89,63,28,2,3
11,92,19,97,20,18,46,26,88,0
71,8,47,64,58,74,70,89,24,8
50,85,20,64,16,57,8,31,6,8
61,53,95,66,89,71,78,15,90,0
